"chamber","state","siteid","stream","year","month","date","processname","process","blanktype","chamber_size","origilsubstrate","substrate","test","amended_unamended","blank_not","air_not","light_dark","surface_area","temp_initial","temp_final","hour_rate","mean_blank_rate","mean_blank_rate_NAzero","correctedflux","correctedflux_nonegs"
"3","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006780755,23.7,24,0.267698375,0.0546685955,0.0546685955,879.671043416257,879.671043416257
"7","KS","Kings Creek 2018-06-13","Kings Creek",2018,"June",2018-06-13,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.005030841,23.7,24,7.846330674,0.0546685955,0.0546685955,43365.818597328,43365.818597328
"26","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.011328164,23.3,23.8,2.578497849,-0.01898122393,-0.01898122393,6420.22961903094,6420.22961903094
"27","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.004658384,23.2,24,1.233782257,-0.01898122393,-0.01898122393,7529.94546307046,7529.94546307046
"19","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.00567716,23.3,23.6,0.2829420496,0,0,1395.48249279569,1395.48249279569
"28","KS","McDiffit Creek 2018-06-12","McDiffit Creek",2018,"June",2018-06-12,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.00736553,23.2,23.9,0,0,0,0,0
"2","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.003557964,15,17.7,0,0.03066694024,0.03066694024,-241.338677603258,0
"5","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.008757746,15.4,17.6,0,0.03066694024,0.03066694024,-98.0474115965455,0
"8","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.005327248,15,17.1,0,0.01188821358,0.01188821358,-62.4844160136716,0
"10","MI","Pilgrim River 2018-06-21","Pilgrim River",2018,"June",2018-06-21,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006417636,15.3,17.1,0,0.01188821358,0.01188821358,-51.8680056394598,0
"32","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006778261,28.1,30.6,0.1367953092,0,0,565.081317700809,565.081317700809
"35","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.00710067,28.6,30.7,0.4001362198,0,0,1577.85309758093,1577.85309758093
"29","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.004161888,28.2,30.7,0,0,0,0,0
"36","TX","Pringle Creek 2018-06-09","Pringle Creek",2018,"June",2018-06-09,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006326633,29.1,31.1,0.02680793115,0,0,118.644794506019,118.644794506019
"20","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.00494396,23.1,23.2,-0.05575520734,0,0,-315.768292122105,0
"22","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006284807,22.9,23.7,6.469624459,0,0,28823.396621726,28823.396621726
"14","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006894282,23,23.6,0.3627883234,NA,0,1473.40550548991,1473.40550548991
"19","FL","Ichetucknee River 2018-05-31","Ichetucknee River",2018,"May",2018-05-31,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.007083023,23,23.1,-0.01107383631,NA,0,-43.7761414413027,0
"1","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.00962651,22.5,23.3,0.2872829922,-0.017252394675,-0.017252394675,885.782161188219,885.782161188219
"12","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.008706057,22.9,23.5,0.4608162692,-0.017252394675,-0.017252394675,1537.54134489356,1537.54134489356
"9","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.007047133,22.8,23.2,0.04630978088,0.013225482445,0.013225482445,131.452089265237,131.452089265237
"11","NC","New Hope Creek 2018-05-27","New Hope Creek",2018,"May",2018-05-27,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.005319636,22.9,23.7,0,0.013225482445,0.013225482445,-69.6125653071,0
"16","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.008014516,16.4,18.4,-0.2118901352,NA,0,-740.27224920382,0
"22","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.005868353,15.7,21.6,-0.4133643196,NA,0,-1972.30823517263,0
"11","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.005420033,16.6,19.2,0.2208087157,NA,0,1140.7022871632,1140.7022871632
"20","MT","Blaine Creek 2019-08-10","Blaine Creek",2019,"August",2019-08-10,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.005711378,17.4,21.5,NA,NA,0,NA,NA
"14","WA","Martha Creek 2019-08-06","Martha Creek",2019,"August",2019-08-06,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006573064,16.9,18.3,-0.3012385557,-0.1028611153,-0.1028611153,-845.050090977359,0
"20","WA","Martha Creek 2019-08-06","Martha Creek",2019,"August",2019-08-06,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006383287,17.2,18.5,0.2640682679,-0.1028611153,-0.1028611153,1609.51915989364,1609.51915989364
"18","WA","Martha Creek 2019-08-06","Martha Creek",2019,"August",2019-08-06,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.010767006,17.2,18.3,0.05935858606,NA,0,154.364213197244,154.364213197244
"21","WA","Martha Creek 2019-08-06","Martha Creek",2019,"August",2019-08-06,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.005762428,17.9,18.6,-0.2724157681,NA,0,-1323.68534700998,0
"21","OR","McRae Creek 2019-08-03","McRae Creek",2019,"August",2019-08-03,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006710705,11.1,11.5,-0.4840741012,NA,0,-2019.76913507597,0
"22","OR","McRae Creek 2019-08-03","McRae Creek",2019,"August",2019-08-03,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.005324279,11.2,11.8,-0.8450067957,NA,0,-4443.82991191859,0
"14","OR","McRae Creek 2019-08-03","McRae Creek",2019,"August",2019-08-03,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.004195764,11.1,11.5,0.3956524346,-0.2263411468,-0.2263411468,4150.81026463833,4150.81026463833
"23","OR","McRae Creek 2019-08-03","McRae Creek",2019,"August",2019-08-03,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.008747569,11.3,11.7,-0.6458110417,-0.2263411468,-0.2263411468,-1342.67669762879,0
"13","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.012491871,14.8,17.1,NA,NA,0,NA,NA
"15","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.009314159,15.2,17,NA,NA,0,NA,NA
"16","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006009338,15.3,16.8,NA,NA,0,NA,NA
"18","WY","Blacktail Deer Creek 2019-07-30","Blacktail Deer Creek",2019,"July",2019-07-30,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.008293515,15.4,17.3,NA,NA,0,NA,NA
"14","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.007740857,6.5,7.7,-0.4904755334,NA,0,-1774.13365667393,0
"15","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.008350551,6.6,7.7,-0.4457194316,NA,0,-1494.52941306508,0
"19","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006987556,6.8,7.8,0.2160319201,-0.3291808577,-0.3291808577,2184.73494572351,2184.73494572351
"23","AK","Caribou Creek 2019-07-09","Caribou Creek",2019,"July",2019-07-09,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.012634791,7.4,7.9,-0.1840321991,-0.3291808577,-0.3291808577,321.664397994395,321.664397994395
"18","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006681449,8.2,9,-0.640276358,NA,0,-2683.21108549957,0
"26","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006686488,8.4,9.1,-0.6395751918,NA,0,-2678.2528242629,0
"25","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.008319059,8.6,9.2,-1.517137287,-0.2273226256,-0.2273226256,-4341.2134135844,0
"27","AK","Poker Creek 2019-07-10","Poker Creek",2019,"July",2019-07-10,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.010435355,8.6,9.1,-0.7854352848,-0.2273226256,-0.2273226256,-1497.52015696639,0
"20","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.004817093,16,16.4,-0.7994599754,-0.5701452228,-0.5701452228,-1332.9227965497,0
"24","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.007724002,14.6,17.1,-0.3614234037,-0.5701452228,-0.5701452228,756.629909572784,756.629909572784
"19","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.007692932,16,17.1,-0.6309709216,-0.229394041,-0.229394041,-1461.62122020577,0
"26","MI","Pilgrim River 2019-06-13","Pilgrim River",2019,"June",2019-06-13,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.007165985,15.5,17.2,-0.08368110157,-0.229394041,-0.229394041,569.351220249554,569.351220249554
"9","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.004724422,21.4,21.9,0.001761591553,-0.03886750283,-0.03886750283,240.794459665965,240.794459665965
"11","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.005130895,21.5,21.8,0.05687927859,-0.03886750283,-0.03886750283,522.503360478045,522.503360478045
"1","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.00421533,21.7,22.1,9.1150797e-05,-0.002455843375,-0.002455843375,16.9182096813298,16.9182096813298
"6","PR","Quebrada Prieta 2019-03-03","Quebrada Prieta",2019,"March",2019-03-03,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.006442272,21.6,21.9,0.01052887792,-0.002455843375,-0.002455843375,56.4353998496183,56.4353998496183
"1","PR","Quebrada Sonadora 2019-03-05","Quebrada Sonadora",2019,"March",2019-03-05,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.005192507,21.4,21.2,-0.1751637311,-0.1491221945,-0.1491221945,-140.426007090602,0
"7","PR","Quebrada Sonadora 2019-03-05","Quebrada Sonadora",2019,"March",2019-03-05,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.007584667,21.2,21,0.1781319568,-0.1491221945,-0.1491221945,1208.11055203874,1208.11055203874
"4","PR","Quebrada Sonadora 2019-03-05","Quebrada Sonadora",2019,"March",2019-03-05,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.008325098,21.3,21.1,0.05479115366,0.05057775308,0.05057775308,14.1710303278112,14.1710303278112
"8","PR","Quebrada Sonadora 2019-03-05","Quebrada Sonadora",2019,"March",2019-03-05,"denitrification_unamended","denitrification","small Wood","small","Wood","Wood","DU","unamended","not","not","Dark",0.007807068,21.5,20.9,0.008323009062,0.05057775308,0.05057775308,-151.54637214688,0
"18","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.006803434,12.1,13.3,-0.5841242562,-0.2577210198,-0.2577210198,-1343.33494220713,0
"26","KS","Kings Creek 2019-05-10","Kings Creek",2019,"May",2019-05-10,"denitrification_amended","denitrification","small Wood","small","Wood","Wood","DA","amended","not","not","Dark",0.012175547,12.2,13.3,0.2143719325,-0.2577210198,-0.2577210198,1085.66807424751,1085.66807424751
